age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,education_ordered,age_bins
26,admin.,single,university.degree,no,yes,no,0.0,sep,wed,1.0,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,0,university.degree,"(25, 35]"
35,management,single,university.degree,no,no,no,1.0,jul,mon,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(25, 35]"
56,technician,married,professional.course,unknown,no,yes,0.0,may,mon,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(55, 65]"
35,blue-collar,married,basic.9y,no,no,no,1.0,may,fri,6.0,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,basic.9y,"(25, 35]"
48,blue-collar,married,basic.6y,no,yes,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,basic.6y,"(45, 55]"
32,admin.,single,university.degree,no,yes,yes,1.0,sep,tue,2.0,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,0,university.degree,"(25, 35]"
36,blue-collar,single,basic.6y,unknown,no,no,0.0,may,thu,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,basic.6y,"(35, 45]"
29,blue-collar,married,basic.6y,no,yes,no,1.0,may,thu,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,basic.6y,"(25, 35]"
26,technician,single,professional.course,no,yes,no,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,professional.course,"(25, 35]"
38,admin.,single,university.degree,no,yes,no,0.0,jul,mon,2.0,999,0,nonexistent,-2.9,92.469,-33.6,0.914,5076.2,0,university.degree,"(35, 45]"
42,services,married,basic.9y,no,no,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.9y,"(35, 45]"
33,technician,married,professional.course,no,yes,no,1.0,aug,tue,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,professional.course,"(25, 35]"
36,services,single,basic.6y,unknown,yes,no,0.0,may,fri,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.6y,"(35, 45]"
34,management,married,university.degree,no,yes,no,1.0,nov,thu,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,university.degree,"(25, 35]"
29,admin.,unknown,university.degree,no,no,no,1.0,may,fri,2.0,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,0,university.degree,"(25, 35]"
38,admin.,single,university.degree,no,no,no,0.0,may,mon,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
25,admin.,single,university.degree,no,no,no,1.0,apr,tue,1.0,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,university.degree,"(15, 25]"
44,blue-collar,married,basic.9y,no,no,no,1.0,aug,thu,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,basic.9y,"(35, 45]"
59,retired,married,university.degree,no,yes,no,1.0,aug,thu,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,university.degree,"(55, 65]"
42,blue-collar,single,basic.4y,no,yes,no,0.0,jul,fri,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.4y,"(35, 45]"
37,blue-collar,single,professional.course,no,yes,no,1.0,apr,mon,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,professional.course,"(35, 45]"
31,management,single,university.degree,no,no,no,1.0,nov,tue,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,university.degree,"(25, 35]"
49,blue-collar,married,high.school,unknown,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(45, 55]"
37,housemaid,married,high.school,unknown,no,yes,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,high.school,"(35, 45]"
38,admin.,single,university.degree,no,yes,no,1.0,mar,mon,1.0,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,0,university.degree,"(35, 45]"
32,admin.,single,high.school,no,yes,no,1.0,nov,thu,4.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,high.school,"(25, 35]"
29,technician,single,professional.course,no,no,no,0.0,may,tue,4.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,professional.course,"(25, 35]"
38,technician,married,basic.9y,no,no,no,1.0,nov,mon,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,basic.9y,"(35, 45]"
28,management,married,university.degree,no,yes,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,university.degree,"(25, 35]"
36,blue-collar,married,basic.9y,no,no,no,0.0,jun,thu,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,basic.9y,"(35, 45]"
33,admin.,single,university.degree,no,yes,no,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,university.degree,"(25, 35]"
36,technician,married,university.degree,no,no,no,1.0,aug,tue,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,university.degree,"(35, 45]"
41,services,single,high.school,no,no,no,0.0,jun,mon,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(35, 45]"
42,blue-collar,single,basic.4y,no,no,no,0.0,jun,wed,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.4y,"(35, 45]"
47,blue-collar,divorced,basic.9y,no,yes,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,basic.9y,"(45, 55]"
50,admin.,divorced,university.degree,no,no,no,1.0,jul,mon,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,university.degree,"(45, 55]"
27,technician,married,professional.course,no,yes,yes,1.0,apr,wed,3.0,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,professional.course,"(25, 35]"
34,technician,married,university.degree,no,no,no,0.0,may,tue,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,university.degree,"(25, 35]"
39,admin.,single,university.degree,no,yes,no,1.0,may,fri,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,university.degree,"(35, 45]"
36,technician,married,professional.course,no,yes,no,0.0,may,mon,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(35, 45]"
56,blue-collar,married,basic.4y,unknown,yes,no,0.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.4y,"(55, 65]"
48,technician,married,university.degree,no,yes,no,1.0,nov,tue,1.0,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,university.degree,"(45, 55]"
26,blue-collar,married,basic.6y,no,no,no,1.0,jul,wed,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,basic.6y,"(25, 35]"
73,retired,married,university.degree,no,yes,no,1.0,mar,fri,1.0,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,university.degree,"(65, 75]"
30,services,married,high.school,no,no,no,1.0,may,fri,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,high.school,"(25, 35]"
33,admin.,single,university.degree,no,no,no,0.0,nov,thu,3.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,university.degree,"(25, 35]"
33,technician,married,professional.course,no,yes,no,0.0,may,fri,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,professional.course,"(25, 35]"
40,technician,married,professional.course,no,no,no,1.0,nov,tue,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,professional.course,"(35, 45]"
44,blue-collar,single,basic.6y,unknown,yes,no,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.6y,"(35, 45]"
44,admin.,divorced,high.school,no,no,yes,1.0,jul,tue,4.0,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,0,high.school,"(35, 45]"
39,management,married,basic.9y,no,no,no,0.0,jun,wed,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,basic.9y,"(35, 45]"
34,blue-collar,single,basic.9y,no,no,no,0.0,may,wed,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.9y,"(25, 35]"
24,services,single,high.school,no,yes,yes,1.0,may,fri,2.0,999,2,failure,-1.8,92.893,-46.2,1.25,5099.1,0,high.school,"(15, 25]"
38,admin.,single,high.school,no,yes,no,1.0,apr,fri,2.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(35, 45]"
45,services,married,professional.course,no,no,no,1.0,apr,tue,1.0,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,0,professional.course,"(35, 45]"
45,admin.,married,university.degree,unknown,no,yes,1.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,university.degree,"(35, 45]"
43,technician,married,basic.9y,unknown,yes,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.9y,"(35, 45]"
36,admin.,single,high.school,no,yes,no,0.0,may,thu,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,high.school,"(35, 45]"
34,management,married,university.degree,no,yes,no,0.0,may,tue,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(25, 35]"
29,admin.,single,basic.9y,unknown,no,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.9y,"(25, 35]"
52,admin.,divorced,university.degree,no,yes,no,1.0,jul,mon,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,university.degree,"(45, 55]"
38,services,single,basic.9y,no,no,yes,1.0,may,tue,1.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,basic.9y,"(35, 45]"
56,retired,married,university.degree,no,yes,no,0.0,may,wed,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(55, 65]"
26,admin.,married,high.school,no,no,yes,1.0,nov,wed,1.0,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,0,high.school,"(25, 35]"
39,blue-collar,married,basic.6y,no,no,no,0.0,may,wed,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.6y,"(35, 45]"
31,admin.,single,university.degree,unknown,no,no,0.0,may,fri,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,university.degree,"(25, 35]"
43,entrepreneur,married,basic.9y,unknown,no,no,0.0,may,mon,5.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.9y,"(35, 45]"
50,self-employed,married,university.degree,no,yes,no,1.0,jul,mon,2.0,999,0,nonexistent,-2.9,92.469,-33.6,0.914,5076.2,0,unknown,"(45, 55]"
51,admin.,divorced,high.school,unknown,no,no,0.0,jun,wed,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,high.school,"(45, 55]"
27,student,single,university.degree,no,yes,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,university.degree,"(25, 35]"
36,admin.,married,high.school,no,no,no,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,high.school,"(35, 45]"
59,management,married,university.degree,no,no,no,0.0,may,mon,6.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,university.degree,"(55, 65]"
31,services,single,high.school,no,no,no,1.0,jul,mon,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,high.school,"(25, 35]"
36,services,married,university.degree,no,yes,no,1.0,may,mon,1.0,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,university.degree,"(35, 45]"
59,retired,married,professional.course,no,yes,no,1.0,jun,wed,1.0,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,professional.course,"(55, 65]"
36,admin.,married,university.degree,no,yes,yes,1.0,oct,mon,1.0,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,1,university.degree,"(35, 45]"
54,admin.,married,high.school,no,no,no,1.0,apr,mon,1.0,12,1,success,-1.8,93.749,-34.6,0.643,5008.7,0,high.school,"(45, 55]"
50,entrepreneur,married,basic.4y,unknown,no,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,basic.4y,"(45, 55]"
53,entrepreneur,married,basic.9y,no,yes,no,1.0,nov,tue,2.0,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,basic.9y,"(45, 55]"
44,blue-collar,single,basic.4y,no,no,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,basic.4y,"(35, 45]"
58,technician,married,basic.9y,no,yes,no,1.0,jul,wed,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,basic.9y,"(55, 65]"
52,admin.,married,university.degree,no,yes,no,1.0,jul,tue,4.0,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,university.degree,"(45, 55]"
29,blue-collar,married,high.school,no,yes,no,0.0,may,tue,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,high.school,"(25, 35]"
28,management,married,high.school,unknown,no,no,0.0,jun,tue,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(25, 35]"
43,blue-collar,married,basic.9y,no,yes,no,0.0,may,wed,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.9y,"(35, 45]"
42,self-employed,married,university.degree,no,no,no,0.0,may,fri,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,university.degree,"(35, 45]"
29,admin.,married,basic.9y,no,no,no,1.0,nov,thu,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,basic.9y,"(25, 35]"
47,blue-collar,married,basic.9y,unknown,no,no,0.0,jun,wed,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,basic.9y,"(45, 55]"
41,blue-collar,divorced,basic.6y,no,no,no,0.0,jun,mon,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,basic.6y,"(35, 45]"
35,management,divorced,university.degree,no,yes,no,1.0,aug,mon,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,university.degree,"(25, 35]"
36,blue-collar,single,basic.6y,unknown,yes,no,0.0,jul,mon,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,basic.6y,"(35, 45]"
41,blue-collar,married,basic.9y,no,no,no,0.0,jun,mon,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,unknown,"(35, 45]"
29,blue-collar,single,basic.4y,unknown,yes,no,0.0,may,thu,3.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,basic.4y,"(25, 35]"
33,admin.,single,university.degree,no,yes,no,1.0,aug,thu,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
33,services,married,professional.course,no,yes,no,1.0,may,tue,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,professional.course,"(25, 35]"
36,management,married,university.degree,unknown,no,no,1.0,aug,tue,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(35, 45]"
48,management,divorced,university.degree,no,yes,no,1.0,nov,wed,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(45, 55]"
26,services,married,high.school,no,no,no,0.0,may,mon,2.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,high.school,"(25, 35]"
36,management,married,university.degree,no,yes,yes,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(35, 45]"
29,student,single,high.school,no,yes,no,1.0,aug,tue,1.0,4,3,success,-2.9,92.201,-31.4,0.884,5076.2,1,high.school,"(25, 35]"
42,admin.,married,professional.course,no,no,yes,1.0,may,mon,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,professional.course,"(35, 45]"
43,housemaid,married,basic.4y,unknown,no,no,0.0,may,tue,4.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,basic.4y,"(35, 45]"
50,blue-collar,married,professional.course,no,yes,no,0.0,nov,thu,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,professional.course,"(45, 55]"
51,technician,married,professional.course,no,yes,no,0.0,jun,fri,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,unknown,"(45, 55]"
39,blue-collar,married,basic.6y,no,yes,yes,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.6y,"(35, 45]"
35,services,married,high.school,no,yes,no,1.0,may,fri,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,high.school,"(25, 35]"
42,self-employed,married,university.degree,unknown,yes,no,1.0,may,wed,2.0,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,university.degree,"(35, 45]"
31,entrepreneur,married,university.degree,unknown,yes,no,1.0,jul,mon,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,university.degree,"(25, 35]"
31,admin.,single,basic.9y,no,no,no,1.0,jul,mon,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,basic.9y,"(25, 35]"
29,blue-collar,married,basic.9y,no,no,no,0.0,may,wed,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,basic.9y,"(25, 35]"
45,blue-collar,divorced,basic.9y,no,yes,no,0.0,may,fri,1.0,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,basic.9y,"(35, 45]"
28,services,married,high.school,no,no,no,1.0,jul,thu,2.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,high.school,"(25, 35]"
40,management,married,basic.9y,no,yes,yes,0.0,jun,fri,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,basic.9y,"(35, 45]"
47,services,married,high.school,unknown,no,no,1.0,aug,thu,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,high.school,"(45, 55]"
40,blue-collar,married,basic.9y,no,no,no,1.0,nov,mon,1.0,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,basic.9y,"(35, 45]"
31,admin.,married,high.school,no,no,no,0.0,may,tue,6.0,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,high.school,"(25, 35]"
44,management,married,high.school,unknown,no,yes,0.0,jul,mon,5.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(35, 45]"
28,technician,single,high.school,no,yes,yes,1.0,may,thu,1.0,11,1,success,-1.8,92.893,-46.2,1.327,5099.1,1,high.school,"(25, 35]"
31,technician,single,university.degree,no,no,yes,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(25, 35]"
68,retired,married,basic.4y,no,yes,no,1.0,jun,thu,2.0,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,0,basic.4y,"(65, 75]"
31,admin.,single,university.degree,no,yes,no,1.0,aug,mon,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,university.degree,"(25, 35]"
37,admin.,married,university.degree,no,yes,no,1.0,nov,mon,2.0,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,university.degree,"(35, 45]"
49,blue-collar,married,basic.4y,unknown,yes,yes,0.0,jun,tue,5.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.4y,"(45, 55]"
53,blue-collar,married,basic.4y,unknown,no,no,1.0,aug,tue,6.0,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,unknown,"(45, 55]"
36,blue-collar,married,basic.9y,no,no,no,0.0,nov,thu,6.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,basic.9y,"(35, 45]"
43,blue-collar,married,basic.9y,no,no,no,1.0,may,thu,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,basic.9y,"(35, 45]"
49,entrepreneur,married,basic.4y,unknown,yes,no,1.0,may,wed,2.0,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,basic.4y,"(45, 55]"
58,retired,married,professional.course,unknown,no,no,1.0,nov,fri,3.0,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,professional.course,"(55, 65]"
49,housemaid,divorced,basic.6y,no,yes,no,0.0,jun,wed,3.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,basic.6y,"(45, 55]"
39,services,married,high.school,unknown,no,no,1.0,aug,mon,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,high.school,"(35, 45]"
53,technician,married,university.degree,no,yes,no,1.0,apr,thu,2.0,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,1,university.degree,"(45, 55]"
43,management,married,basic.4y,no,yes,no,0.0,jun,mon,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.4y,"(35, 45]"
33,admin.,married,high.school,no,no,no,0.0,jun,tue,2.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,high.school,"(25, 35]"
30,admin.,divorced,university.degree,no,yes,no,1.0,nov,wed,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(25, 35]"
32,blue-collar,married,basic.4y,unknown,yes,no,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,basic.4y,"(25, 35]"
35,services,married,high.school,no,yes,no,0.0,jun,fri,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,high.school,"(25, 35]"
37,management,married,university.degree,unknown,no,yes,1.0,apr,fri,1.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(35, 45]"
56,admin.,married,university.degree,no,yes,no,1.0,aug,wed,5.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(55, 65]"
29,management,married,university.degree,no,no,no,1.0,nov,wed,1.0,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,university.degree,"(25, 35]"
21,blue-collar,married,basic.9y,no,yes,no,1.0,jul,wed,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,basic.9y,"(15, 25]"
35,self-employed,divorced,basic.9y,no,no,no,1.0,jul,mon,6.0,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,basic.9y,"(25, 35]"
53,blue-collar,married,basic.9y,no,no,yes,0.0,jun,tue,6.0,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,basic.9y,"(45, 55]"
61,management,married,university.degree,no,no,no,1.0,oct,fri,4.0,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0,university.degree,"(55, 65]"
38,admin.,divorced,high.school,no,no,no,1.0,jul,thu,1.0,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,high.school,"(35, 45]"
29,entrepreneur,single,university.degree,no,no,no,1.0,apr,fri,2.0,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,university.degree,"(25, 35]"
41,blue-collar,married,basic.4y,no,no,no,1.0,nov,thu,1.0,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,basic.4y,"(35, 45]"
50,admin.,married,high.school,no,no,no,0.0,jun,wed,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,high.school,"(45, 55]"
30,self-employed,married,professional.course,no,yes,no,1.0,may,tue,5.0,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,professional.course,"(25, 35]"
33,admin.,single,university.degree,no,no,no,1.0,aug,wed,1.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
40,blue-collar,married,basic.9y,unknown,yes,no,0.0,may,fri,3.0,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,basic.9y,"(35, 45]"
35,admin.,single,high.school,no,no,no,1.0,apr,fri,2.0,5,2,success,-1.8,93.075,-47.1,1.405,5099.1,0,high.school,"(25, 35]"
33,blue-collar,married,basic.6y,no,no,no,1.0,may,thu,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,basic.6y,"(25, 35]"
60,retired,married,basic.6y,no,yes,no,1.0,apr,mon,2.0,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,basic.6y,"(55, 65]"
32,admin.,married,university.degree,no,yes,yes,1.0,jun,tue,4.0,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2,0,university.degree,"(25, 35]"
35,technician,single,university.degree,no,yes,yes,1.0,aug,mon,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,university.degree,"(25, 35]"
41,technician,married,professional.course,no,no,yes,1.0,aug,wed,2.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,professional.course,"(35, 45]"
31,services,single,high.school,no,yes,no,1.0,jul,thu,3.0,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,high.school,"(25, 35]"
37,admin.,married,university.degree,no,yes,no,1.0,may,fri,1.0,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,university.degree,"(35, 45]"
31,technician,married,university.degree,no,no,no,1.0,aug,fri,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,university.degree,"(25, 35]"
29,admin.,married,university.degree,no,yes,yes,1.0,jul,tue,2.0,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,0,university.degree,"(25, 35]"
52,technician,married,basic.9y,no,no,no,0.0,jun,fri,1.0,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,basic.9y,"(45, 55]"
40,admin.,single,university.degree,no,yes,no,1.0,aug,thu,3.0,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,university.degree,"(35, 45]"
27,services,married,high.school,no,yes,no,1.0,may,tue,3.0,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,high.school,"(25, 35]"
